County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference,New York Zip Codes 2,Counties 2,NYS Municipal Boundaries 2
SUFFOLK,473263,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",VANDERZALM JOHN,VANDERZALM JOHN,631-286-0816,437,HEAD OF NECK ROAD,,,BELLPORT,NY,11713,"{'type': 'Point', 'coordinates': [-73.473069, 40.903564]}",1120,2179,1020
SULLIVAN,646011,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ELM GARDEN DESIGN,EUSTACIA MARSALES,845-439-1005,35,KNOLL ROAD,,,LIVINGSTON MANOR,NY,12758,"{'type': 'Point', 'coordinates': [-74.806892, 41.886839]}",1063,2180,651
ONTARIO,325919,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IVAN-SUSAN RINGLER,RINGLER IVAN,585-526-1077,3372,COUNTY ROAD 18,,,CANADAIGUA,NY,14424,"{'type': 'Point', 'coordinates': [-77.177662, 42.81499]}",412,2133,807
SUFFOLK,645599,Nursery Stock Only,10 Acres or Less,,PETER BARYLSKI LANDSCAPES INC,PETER BARYLSKI,631-287-7295,963,HEAD OF POND,,,WATER MILL,NY,11976,"{'type': 'Point', 'coordinates': [-72.350559, 40.932298]}",1136,2179,1013
SUFFOLK,644288,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WADING RIVER NURSERY AND GARDEN SUPPLY,STIRIZ KAREN ANN,631-929-8737,5920,NORTH COUNTRY RD,,,WADING RIVER,NY,11792,"{'type': 'Point', 'coordinates': [-72.824648, 40.94615]}",1534,2179,1017
OTSEGO,645007,Nursery Stock Only,10 Acres or Less,,BERKSHIRE NURSERY,BERKSHIRE NURSERY,,,KELLY CORNER ROAD,,,MILFORD,NY,13807,"{'type': 'Point', 'coordinates': [-74.985575, 42.610749]}",439,2136,908
DUTCHESS,133642,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTHERN DUTCHESS LNDSC,NORTHERN DUTCHESS LANDSCAPE,845-758-6898,186,E KERLEY CORNERS RD,,,RED HOOK,NY,12571,"{'type': 'Point', 'coordinates': [-73.831391, 42.045152]}",1005,2040,586
ERIE,146478,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MCKINLEY HIGH SCHOOL,HORTICULTURE PROGRAM,716-816-4480,1500,ELMWOOD AVENUE,,,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.878587, 42.93795600000001]}",63,2041,300
DELAWARE,124018,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",DAVENPORT GARDEN CENTER,DENNIS VALENTE,607-278-6909,,DEL CO RD 10 AND ROUTE 23,,,DAVENPORT CENTER,NY,13751,"{'type': 'Point', 'coordinates': [-74.88196200000002, 42.455496]}",387,2039,570
YATES,645722,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BURKHOLDER ELI & RACHEL,ELI & RACHEL BURKHOLDER,607-243-9992,5293,RAY CROSBY ROAD,,,DUNDEE,NY,14837,"{'type': 'Point', 'coordinates': [-77.019681, 42.508217]}",1776,2225,97
SUFFOLK,644596,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",FIG TREES AND FLOWERS,THEORDA L. MAMATAS,631-902-2022,18,FRADELOS STREET,,,PORT JEFFERSON STA,NY,11776,"{'type': 'Point', 'coordinates': [-73.036456, 40.932031]}",1323,2179,1022
JEFFERSON,644507,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MARTINS GREENHOUSE,LUKE MARTIN,315-783-2874,32389,US RT 11,,,PHILADELPHIA,NY,13673,"{'type': 'Point', 'coordinates': [-75.72792, 44.136756]}",1594,2089,845
ONTARIO,646036,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PITCHER GARDENS LLC,DUSTIN SPITZ,585-919-9667,4590,NORTH ROAD,,,CANANDAIGUA,NY,14424,"{'type': 'Point', 'coordinates': [-77.258015, 42.919303]}",178,2133,812
ERIE,645635,Nursery Stock Only,11-100 Acres,,LAKESIDE SOD SUPPLY COMPANY INC,"JOHN BRADDELL, EDWARD BRADDELL & MICHAEL",716-741-2877,,KELKENBERG ROAD,,,CLARENCE CENTER,NY,14032,"{'type': 'Point', 'coordinates': [-78.635823, 43.03674]}",496,2041,297
SCHOHARIE,644876,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY GARDENS OF MIDDLEBURGH,ALICE MARSHALL,518-9150848,4056,STATE ROUTE 30,,,MIDDLEBURGH,NY,12122,"{'type': 'Point', 'coordinates': [-74.354002, 42.587697]}",1295,629,151
ORANGE,330517,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",WESSELS FARMS INC,WESSELS FARMS INC,845-386-5681,94,BULL ROAD,,,OTISVILLE,NY,10963,"{'type': 'Point', 'coordinates': [-74.519548, 41.477946]}",1550,2134,892
SCHOHARIE,437136,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BARBER FAMILY FARM INC,BARBER CYNTHIA HOOPER JACOB,518-827-5454,3722,STATE ROUTE 30,,,MIDDLEBURGH,NY,12122,"{'type': 'Point', 'coordinates': [-74.385676, 42.58663]}",1295,629,151
STEUBEN,645507,Nursery Stock Only,10 Acres or Less,,KC'S PRODUCE,MOLLY CLYMO,607-324-9967,8999,STATE RTE 21,,,COHOCTON,NY,14826,"{'type': 'Point', 'coordinates': [-77.565654, 42.423173]}",1772,2178,35
CATTARAUGUS,646006,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LIGHT WORK FARM,STEPHANIE BENENG,716-374-5257,3251,MORGAN HOLLOW ROAD,,,ALLEGANY,NY,14706,"{'type': 'Point', 'coordinates': [-78.480338, 42.157835]}",1688,2034,372
DUTCHESS,645077,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FREVILLE FARM LLC,SARAH A FRIEDMAN,917-833-1246,18,STRAWBERRY HILL RD,,,PAWLING,NY,12564,"{'type': 'Point', 'coordinates': [-73.55654, 41.586775]}",999,2040,591
CAYUGA,646024,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",REDHEAD RANCH SOAPS & SUNDRIES,JAYNE E ANDREWS,315-730-1412,5132,CREAM HOLLOW ROAD,,,MORAVIA,NY,13118,"{'type': 'Point', 'coordinates': [-76.398816, 42.809536]}",690,618,74
OTSEGO,361835,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KENNEDY ANDREW R INC,KENNEDY ANDREW R INC,607-293-8128,157,PLEASANT VALLEY RD,,,MT VISION,NY,13810,"{'type': 'Point', 'coordinates': [-75.047113, 42.606535]}",442,2136,908
SARATOGA,415911,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PIPING ROCK ORCHIDS,DECKER GLEN,518-882-9002,2270,COOK ROAD,,,GALWAY,NY,12074,"{'type': 'Point', 'coordinates': [-73.99312200000001, 42.98591700000001]}",1147,2141,1010
ERIE,644487,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",W D HENRY & SONS INC,W D HENRY & SONS INC,716-648-4673,3270,WEBSTER RD,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.870322, 42.68544]}",513,2041,293
ERIE,145785,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",KOPPS FARM,KOPP CHARLES & BARB,585-599-2209,2996,COUNTY LINE ROAD,,,CORFU,NY,14036,"{'type': 'Point', 'coordinates': [-78.464, 42.934374]}",500,2086,789
TIOGA,644884,Nursery Stock Only,10 Acres or Less,,"KROLL VENTURES, LLC",DORIS AND WILLIAM KROLL,607-589-6336,634,DAWSON HILL ROAD,,,SPENCER,NY,14883,"{'type': 'Point', 'coordinates': [-76.462754, 42.246066]}",914,630,51
WESTCHESTER,550742,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GHERARDI GREENHSES,GHERARDI JOHN,914-699-2004,125,ORCHARD STREET,,,MT VERNON,NY,10552,"{'type': 'Point', 'coordinates': [-73.83099, 40.927583]}",1330,2185,962
STEUBEN,644165,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WHEELER HOMESTEAD FARMS,RICHARD G MAGSAMEN,607-776-4527,7310,"CAMPBELL CREEK RD, CR14",,,BATH,NY,14810,"{'type': 'Point', 'coordinates': [-77.39352962299995, 42.35552140300007]}",1757,2178,46
ERIE,645120,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HOLY HARVEST FARM,GEORGE KONSTANTAKIS,716-444-5340,3803,BOWEN ROAD,,,LANCASTER,NY,14086,"{'type': 'Point', 'coordinates': [-78.64255, 42.888002]}",532,2041,286
SULLIVAN,480813,Nursery Stock Only,11-100 Acres,,TREES OF THE WOODS,WOODS DOUGLAS AND GLORIA,845-482-4528,135,"LEINS ROAD, PO BOX 6",,,CALLICOON CENTER,NY,12724,"{'type': 'Point', 'coordinates': [-74.96340800000002, 41.842356]}",1040,2180,663
CAYUGA,644716,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MONARCH FARM,BRANDAN O'KEEFE AND MICHELLE BLAKELY,607-423-9023,6407,NORTH GLENHAVEN ROAD,,,MORAVIA,NY,13118,"{'type': 'Point', 'coordinates': [-76.31893833299995, 42.79927558800006]}",662,618,74
ONONDAGA,310981,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",ANTHONY DEMARCO & SONS INC,DEMARCO A & SONS INC,315-689-9884,211,WEST MAIN ST,,,ELBRIDGE,NY,13060,"{'type': 'Point', 'coordinates': [-76.452282, 43.033762]}",427,2132,701
SUFFOLK,644188,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LONG SEASON FARM,KENNETH JUROW,631-779-3360,1017,MAIN ROAD,,,AQUEBOGUE,NY,11939,"{'type': 'Point', 'coordinates': [-72.60559623899996, 40.94747926900004]}",1530,2179,1017
SUFFOLK,645630,Nursery Stock Only,101 Acres or More,,DELALIO SOD FAMS LLC,DELALIO SOD FARMS LLC,,,DOCTORS PATH SOUND AVE &ROUTE1,,,RIVERHEAD,NY,11901,"{'type': 'Point', 'coordinates': [-72.64848, 40.932807]}",1530,2179,1017
ONONDAGA,312226,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PLUMPTON FARMS,PLUMPTON INGHRAM,315-469-0027,3990,COYE ROAD,,,JAMESVILLE,NY,13078,"{'type': 'Point', 'coordinates': [-76.085814, 42.962129]}",630,2132,698
WYOMING,561912,Nursery Stock Only,11-100 Acres,,DOMES INC,DOMES INC,585-322-7262,4053,ROUTE 39,,,BLISS,NY,14034,"{'type': 'Point', 'coordinates': [-78.215638, 42.578265]}",490,2186,400
CAYUGA,57206,Nursery Stock Only,10 Acres or Less,,GRISAMORE FARMS LLC,GRISAMORE FARMS LLC,315-497-1347,,GOOSE STREET,,,LOCKE,NY,13092,"{'type': 'Point', 'coordinates': [-76.42596, 42.650898]}",639,618,78
YATES,575517,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",EVERGREEN FARMS,HOOVER EUGENE,607-243-5370,5026,JOHN GREEN RD,,,DUNDEE,NY,14837,"{'type': 'Point', 'coordinates': [-77.025625, 42.522923]}",1776,2225,97
GENESEE,184342,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HERBLY WONDERFUL LLC,TRACY GAUS,585-343-9227,3701,PEARL STREET,,,BATAVIA,NY,14020,"{'type': 'Point', 'coordinates': [-78.23769995899994, 42.99142000400008]}",489,2086,792
ORANGE,330055,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BIALAS FARMS,BIALAS FRANK,845-374-6941,74,CELERY AVENUE,,,NEW HAMPTON,NY,10958,"{'type': 'Point', 'coordinates': [-74.415963, 41.371659]}",1547,2134,877
STEUBEN,644532,Nursery Stock Only,11-100 Acres,,MARCUS FARMS INC,MARCUS FARMS INC,,1610,DAY ROAD,,,ARKPORT,NY,14807,"{'type': 'Point', 'coordinates': [-77.647235, 42.474238]}",1754,2178,37
SUFFOLK,476399,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KEIL NORMAN NURSERY,N & O HORTICULTURAL PRODUCTS LTD,631-584-6330,94,RIDGEWAY AVENUE,,,SETAUKET,NY,11733,"{'type': 'Point', 'coordinates': [-73.11504, 40.935281]}",1114,2179,1022
SUFFOLK,645914,Nursery Stock Only,11-100 Acres,,SUJECKI FARMS & NURSERIES,JONATHAN SUJECKI,631-793-8741,,WEST LANE,,,AQUEBOGUE,NY,11931,"{'type': 'Point', 'coordinates': [-72.637606, 40.939435]}",1530,2179,1017
SCHENECTADY,420402,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HEWITTS GARDEN CENTER INC,HEWITTS GARDEN CENTER INC,518-399-4959,5,CHARLTON ROAD,,,SCOTIA,NY,12302,"{'type': 'Point', 'coordinates': [-73.926149, 42.887025]}",50,2142,108
DUTCHESS,645130,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",ZINO NURSERIES INC,ROBERT COVINO,,41,CRICKET HILL ROAD,,,DOVER PLAINS,NY,12522,"{'type': 'Point', 'coordinates': [-73.571921, 41.676717]}",966,2040,598
SENECA,644290,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WYCKOFF,WYCKOFF RICHARD,607-532-4822,3795,CTY ROAD 139,,,OVID,NY,14521,"{'type': 'Point', 'coordinates': [-76.71369000199996, 42.661829993000026]}",363,2144,579
CHAUTAUQUA,645838,Nursery Stock Only,10 Acres or Less,,BIODOME PROJECT DBA CHAUTAUQUA CBD,RYAN PETERSON AND BILL THOMAS,716-489-0739,176,WEST FAIRMOUNT AVENUE,,,LAKEWOOD,NY,14750,"{'type': 'Point', 'coordinates': [-79.343346, 42.098592]}",1725,2035,224
DUTCHESS,644931,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MAITRI FARM LLC,CHARLOTTE FORD,845-789-1522,143,AMENIA UNION ROAD,,,AMENIA,NY,12501,"{'type': 'Point', 'coordinates': [-73.516783, 41.813762]}",1019,2040,602
MONROE,644086,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BRIFFA ENTERPRISE,RANDOLPH T BRIFFA,585-739-5369,302,SWEET BIRCH LANE,,,ROCHESTER,NY,14615,"{'type': 'Point', 'coordinates': [-77.667011, 43.216546]}",1674,2093,548
SUFFOLK,644112,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOLDEN FORREST NURSERY,JAMES WELBORNE,631-603-1339,2,BIG PINE RD,,,RIDGE,NY,11961,"{'type': 'Point', 'coordinates': [-72.89390200000001, 40.888258]}",1644,2179,1022
ONTARIO,327052,Nursery Stock Only,11-100 Acres,,JOHN S SORBELLO,JOHN S SORBELLO,315-730-2670,344,HOWLAND ROAD,,,SHORTSVILLE,NY,14548,"{'type': 'Point', 'coordinates': [-77.199992, 43.01962400000001]}",405,2133,805
ERIE,644202,Nursery Stock Only,10 Acres or Less,,WESTERN NEW YORK HOSTA SOCIETY,WESTERN NY HOSTA SOCIETY,716-941-6167,8399,ZIMMERMAN RD,,,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.774579, 42.654928]}",527,2041,302
ST. LAWRENCE,406856,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FARRS GREENHOUSE,FARR SARAH,315-212-2634,1049,PYRITES RUSSELL ROAD,,,HERMON,NY,13652,"{'type': 'Point', 'coordinates': [-75.162846, 44.49951]}",1577,2140,310
MONTGOMERY,645510,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LEANING BIRCH FARM,DANIEL AND ROSEMARY FERA,518-466-8245,2388,COUNTY HWY 107,,,AMSTERDAM,NY,12010,"{'type': 'Point', 'coordinates': [-74.143073, 43.026536]}",1143,2085,388
MONROE,643812,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE FARMERS DAUGHTER,CLAYTON R CHRIST & SARA K CHRIST,585-507-7900,8089,W RIDGE RD,,,BROCKPORT,NY,14420,"{'type': 'Point', 'coordinates': [-77.914806, 43.230174]}",175,2093,551
ALBANY,645692,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",HIGH FALLS AGRICULTURE,RICHARD WERSEMAN,518-767-3420,139,CREBLE ROAD,,,SELKIRK,NY,12158,"{'type': 'Point', 'coordinates': [-73.822023, 42.561788]}",1405,2030,837
SENECA,644213,Nursery Stock Only,10 Acres or Less,,SEAN DEMBROSKY,DEMBROSKY SEAN,607-342-4953,9408,CONGRESS STREET EXTENSION,,,TRUMANSBURG,NY,14886,"{'type': 'Point', 'coordinates': [-76.663393, 42.569039]}",917,2144,584
OSWEGO,645114,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SUN AND FAMILY GARDEN,GREG MICHALOWSKI AND QUINTO S,315-461-8559,141,COUNTY ROUTE 6,,,PHOENIX,NY,13135,"{'type': 'Point', 'coordinates': [-76.311087, 43.263138]}",671,2135,233
SUFFOLK,474722,Nursery Stock Only,10 Acres or Less,,NOMAD NURSERIES,ANDERSON RODNEY D,631-727-1672,290,MEETING HOUSE CREEK ROAD,,,AQUEBOGUE,NY,11931,"{'type': 'Point', 'coordinates': [-72.61817, 40.939059]}",1530,2179,1017
SULLIVAN,645985,Nursery Stock Only,10 Acres or Less,,COTTAGE LOT,DARLENE BEERS,607-290-4141,2,MORTON HILL ROAD,,,ROSCOE,NY,12776,"{'type': 'Point', 'coordinates': [-74.906705, 41.965689]}",1093,2039,571
CATTARAUGUS,42409,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",PLEASANT VALLEY GREENHOUSES & NURSERY INC,PLEASANT VALLEY GRNHSES & NUR INC,716-373-2929,2871,ROUTE 16N,,,OLEAN,NY,14760,"{'type': 'Point', 'coordinates': [-78.413361, 42.124335]}",1732,2034,347
TIOGA,645893,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DAVIS STELLA,DAVIS STELLA,607-765-2799,3,MATSON ROAD,,,RICHFORD,NY,13835,"{'type': 'Point', 'coordinates': [-76.21446187499998, 42.39213759200004]}",455,630,52
ERIE,140896,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",RUDOLPH GALLEY & SONS,RULDOLPH GALLEY & SONS,716-822-9298,2722,CLINTON STREET,,,BUFFALO,NY,14224,"{'type': 'Point', 'coordinates': [-78.775675, 42.867876]}",159,2041,276
ALLEGANY,25253,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",YODERS GREENHOUSE,YODER SIMON,,8474,COUNTY ROAD 3,,,FREEDOM,NY,14065,"{'type': 'Point', 'coordinates': [-78.222743, 42.479853]}",520,2031,462
SCHENECTADY,422830,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",PEDRICKS GLASS GARDENS INC,PEDRICKS GLASS GARDENS INC,518-399-6363,35,SARATOGA ROAD,,,SCOTIA,NY,12302,"{'type': 'Point', 'coordinates': [-73.942068, 42.851737]}",50,2142,108
ONTARIO,644415,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WEGMANS ORGANIC FARM,WEGMANS ORGANIC FARM,585-506-2270,4840,WEST LAKE RD,,,CANANDAIGUA,NY,14424,"{'type': 'Point', 'coordinates': [-77.312959, 42.788194]}",178,2133,812
RENSSELAER,380015,Nursery Stock Only,101 Acres or More,,SARATOGA SOD FARM INC,SARATOGA SOD FARM INC,518-664-5038,,WEIR ROAD,,,SCHAGHTICOKE,NY,12154,"{'type': 'Point', 'coordinates': [-73.601518, 42.931823]}",1401,2138,113
SULLIVAN,481325,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TRI VALLEY CENTRAL SCHOOL,TRI VALLEY CENTRAL SCH-T BERESCIK,845-985-2296,34,MOORE HILL ROAD,C/O ROBERT HAYES,,GRAHAMSVILLE,NY,12740,"{'type': 'Point', 'coordinates': [-74.537436, 41.849274]}",1050,2180,652
OSWEGO,351133,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CALTABIANOS FARM STOP,CALTABIANO DEBRA J & KEITH R,315-598-1221,446,COUNTY ROUTE 6,,,PHOENIX,NY,13135,"{'type': 'Point', 'coordinates': [-76.324919, 43.281813]}",671,2135,233
WESTCHESTER,556819,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NATURESCAPES,DEAN ROBERT,914-422-9337,2A,MACDONALD AVENUE,,,ARMONK,NY,10504,"{'type': 'Point', 'coordinates': [-73.70800300000002, 41.124827]}",1194,2185,959
ERIE,143004,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BEDFORD GREENHOUSE INC,BEDFORD GREENHOUSE INC,716-860-2335,6820,CEDAR STREET,,,AKRON,NY,14001,"{'type': 'Point', 'coordinates': [-78.500748, 43.032045]}",480,2041,284
ALBANY,14782,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOOD-LIFE GARDENS,FARFIELD KAREN,518-482-8203,60,WELLINGTON AVENUE,,,ALBANY,NY,12203,"{'type': 'Point', 'coordinates': [-73.819852, 42.670187]}",40,2030,814
ALLEGANY,645488,Nursery Stock Only,10 Acres or Less,,HIDDEN SPRINGS TREE FARM LLC- GROW,KEITH A AND MICHELLE D KRAUS,607-525-6456,4310,BINES HILL ROAD,,,ANDOVER,NY,14806,"{'type': 'Point', 'coordinates': [-77.780372, 42.189155]}",1753,2031,469
NIAGARA,644310,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SEABERT FARMS,SEABERT KYLE,716-946-4866,3682,RIDGE RD,,,LOCKPORT,NY,14094,"{'type': 'Point', 'coordinates': [-78.842988, 43.202263]}",930,2131,173
ONTARIO,320359,Combined Nursery and Greenhouse,10 Acres or Less,,SENECA VEG RESEARCH INC,WALTER WHITWOOD,585-526-7044,5267,FLAT STREET,,,GENEVA,NY,14456,"{'type': 'Point', 'coordinates': [-77.05776, 42.773988]}",233,2133,801
GREENE,191036,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",STEPHEN J. WALKER,WALKER STEPHEN J,518-734-3711,680,ROUTE 10,D/B/A KELLY GREEN,,WINDHAM,NY,12496,"{'type': 'Point', 'coordinates': [-74.24529998299994, 42.368650004000074]}",943,2087,750
DUTCHESS,130240,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JUDSONS FARM MARKET,JUDSON RICHARD,845-832-6286,3255,PLEASANT RIDGE ROAD,,,WINGDALE,NY,12594,"{'type': 'Point', 'coordinates': [-73.602731, 41.642733]}",1020,2040,598
ERIE,143296,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",HENRY KENNETH A&SONSINC,HENRY KENNETH A & SONS INC,716-649-1138,6951,GOWANDA STATE ROAD,,,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.854006, 42.698118]}",527,2041,289
SARATOGA,412024,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BROOKSIDE FARMS INC,BROOKSIDE FARMS INC,518-885-6500,824,ROUTE 67,,,BALLSTON SPA,NY,12020,"{'type': 'Point', 'coordinates': [-73.860477, 42.999926]}",1148,2141,1011
RENSSELAER,385044,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HEWITTS GARDEN CENTER INC,HEWITTS GARDEN CENTER INC,518-399-4959,,RT 4 & I 90,,,EAST GREENBUSH,NY,12061,"{'type': 'Point', 'coordinates': [-73.672428, 42.599137]}",1186,2138,129
SENECA,456157,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",CASSIM FARMS - HATS N THINGS,CASSIM ANNE A,315-539-2951,3581,YOST ROAD,,,WATERLOO,NY,13165,"{'type': 'Point', 'coordinates': [-76.839173, 42.850226000000006]}",701,2144,583
SULLIVAN,645024,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PINE RIVER BLOOMS,NYNEEKA NORBURY,845-888-0101,424,YANKEE LAKE RD,,,WURTSBORO,NY,12790,"{'type': 'Point', 'coordinates': [-74.56227, 41.577328]}",780,2180,653
SARATOGA,413461,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MATRAZZO FLORIST INC,MATRAZZO FLORIST INC,518-664-4343,29,FARRELL STREET,,,MECHANICVILLE,NY,12118,"{'type': 'Point', 'coordinates': [-73.690435, 42.911023]}",1292,2141,1000
SUFFOLK,472259,Nursery Stock Only,10 Acres or Less,,SIPALA LNDSCAPE SER INC,MIKE SIPALIA,631-586-8842,8,MACNIECE PLACE,,,DIX HILLS,NY,11746,"{'type': 'Point', 'coordinates': [-73.340607, 40.796469]}",1121,2179,1020
JEFFERSON,645493,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTHERN LIGHTS NURSERY,GARY FALK,315-777-2450,18020,COUNTY ROUTE 75,,,SACKETS HARBOR,NY,13685,"{'type': 'Point', 'coordinates': [-76.109222, 43.928572]}",1615,2089,851
ORLEANS,645568,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PRESTONS FARMS,JAMES PRESTON,585-590-4001,14846,ZIG ZAG ROAD,,,ALBION,NY,14411,"{'type': 'Point', 'coordinates': [-78.160696, 43.257568]}",170,626,503
FRANKLIN,162676,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BONESTEELS GARDENING CENTER LLC,BONESTEELS GARDENING CENTER LLC,518-483-0354,2689,STATE ROUTE 11,,,NORTH BANGOR,NY,12966,"{'type': 'Point', 'coordinates': [-74.38073900000002, 44.842968000000006]}",289,621,195
WAYNE,547192,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PICTURE PARADISE,DEC GARY,585-576-8991,341,BOSTON ROAD,,,ONTARIO,NY,14519,"{'type': 'Point', 'coordinates': [-77.362824, 43.25552100000001]}",328,631,632
ONONDAGA,644468,Nursery Stock Only,11-100 Acres,,ASPINALLS TREE NURSERY & LANDSCAPING LLC,"ASPINALL, GEORGE P",315-687-5282,8797,GENESEE ST,,,CHITTENANGO,NY,13037,"{'type': 'Point', 'coordinates': [-75.88757007699996, 43.04603235900004]}",356,2092,119
YATES,575382,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COUNTRYSIDE NURSERY,ZIMMERMAN MERVIN W,607-243-3895,6100,ROUTE 14A,,,ROCK STREAM,NY,14878,"{'type': 'Point', 'coordinates': [-76.97454002499995, 42.46802999800008]}",909,2225,90
ALBANY,13906,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",H U R B LANDSCAPING INC,H U R B LANDSCAPING INC,518-464-5030,4278,ALBANY STREET,,,ALBANY,NY,12205,"{'type': 'Point', 'coordinates': [-73.861907, 42.730555]}",42,2030,834
SUFFOLK,471402,Nursery Stock Only,10 Acres or Less,,FLANDERS BAY NURSERY CO,HOLSCHUH PAUL,631-727-0652,1553,FLANDERS ROAD,,,FLANDERS,NY,11901,"{'type': 'Point', 'coordinates': [-72.606221, 40.903923]}",1530,2179,1013
